longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,per_room_household,population_in_household,dist_to_LA,dist_to_SF,median_price
-118.18,33.9,32,1452,365.0,1888,366,3.5461,146400,<1H OCEAN,3.9672131147540974,5.158469945355192,0.1615549442140293,5.73321899110787,11.871474549048047
-121.69,38.16,33,1808,363.0,824,340,3.2937,96400,INLAND,5.317647058823529,2.4235294117647057,5.3660600071188185,0.8188406438373668,11.829895242351773
-115.57,32.78,25,2007,301.0,1135,332,5.128,99600,INLAND,6.045180722891566,3.4186746987951806,2.9566535136873915,8.466740813323629,11.443871997698993
-121.85,37.35,29,3515,807.0,3572,776,2.7562,160100,<1H OCEAN,4.529639175257732,4.603092783505154,4.891022388008465,0.7000000000000028,12.097672677640746
-119.3,34.42,18,5591,1042.0,2860,1026,3.5822,219900,NEAR OCEAN,5.449317738791423,2.787524366471735,1.1227199116431523,4.571061145948499,12.38213187893652
-118.28,34.05,41,1788,774.0,2931,702,1.4413,158900,<1H OCEAN,2.547008547008547,4.175213675213676,0.0400000000000062,5.558354072924827,11.908308550146906
-122.27,37.87,49,1350,368.0,707,350,2.8846,211300,NEAR BAY,3.857142857142857,2.02,5.552774081483958,0.1720465053408497,12.330051540917674
-122.27,37.89,52,1978,293.0,723,272,5.3989,335600,NEAR BAY,7.272058823529412,2.6580882352941178,5.566551895024427,0.1843908891458565,12.715046301477612
-118.54,34.18,17,7214,1994.0,4100,1823,3.0943,174500,<1H OCEAN,3.9572133845309927,2.249040043883708,0.3269556544854477,5.278730908087658,12.315311772426142
-117.23,32.8,22,2981,873.0,1751,745,2.3482,190600,NEAR OCEAN,4.001342281879195,2.350335570469799,1.607046981267188,7.17866979321378,12.005088005949123
-122.53,37.87,20,1814,282.0,658,253,7.9977,400000,NEAR BAY,7.169960474308301,2.600790513833992,5.744258002562216,0.1562049935181329,13.044632134837544
-121.9,38.02,5,1560,369.0,1037,372,3.6154,181800,INLAND,4.193548387096774,2.7876344086021505,5.399675916200909,0.5679788728465089,11.791349399223002
-120.86,37.49,22,2140,445.0,1441,409,2.4706,89400,INLAND,5.232273838630807,3.5232273838630808,4.324118407259457,1.575087299167888,11.44526408181168
-124.19,41.78,15,3140,714.0,1645,640,1.6654,74600,NEAR OCEAN,4.90625,2.5703125,9.754762939200528,4.387311249501224,11.223299671781923
-118.22,34.03,45,554,214.0,888,218,1.8125,139600,<1H OCEAN,2.541284403669725,4.073394495412844,0.0282842712474562,5.616377836292711,11.907169329470905
-122.45,37.78,43,1452,397.0,897,393,4.1319,322700,NEAR BAY,3.694656488549618,2.282442748091603,5.624677768548176,0.0412310562561821,12.772201756439502
-118.19,33.92,35,915,241.0,1153,252,3.305,115800,<1H OCEAN,3.630952380952381,4.575396825396825,0.1392838827718359,5.712346278019218,11.767629279799557
-121.83,37.29,20,2308,461.0,2223,456,4.2589,191000,<1H OCEAN,5.06140350877193,4.875,4.835876342505052,0.7528612089887498,12.103040856153427
-122.49,37.6,33,3507,669.0,1697,660,4.0795,270600,NEAR OCEAN,5.313636363636364,2.5712121212121213,5.537598757584377,0.1878829422805601,12.563072069104797
-119.03,35.38,52,1695,290.0,540,260,2.7312,147100,INLAND,6.519230769230769,2.076923076923077,1.5469324484281866,4.139625586934158,11.42187677060891
-120.07,36.97,28,1563,403.0,1564,408,1.5662,48000,INLAND,3.8308823529411766,3.8333333333333335,3.4460557163226486,2.4729739181802994,10.912093822284813
-118.38,34.19,42,1308,289.0,950,302,2.7379,181500,<1H OCEAN,4.33112582781457,3.1456953642384105,0.1979898987322341,5.3904823531851065,12.181756290192185
-118.26,34.02,38,980,285.0,1308,310,1.5652,123100,<1H OCEAN,3.161290322580645,4.219354838709678,0.0360555127546406,5.593299562869839,11.698151363219084
-122.41,37.74,48,409,86.0,148,70,3.6687,335000,NEAR BAY,5.842857142857143,2.1142857142857143,5.56821335798118,0.0300000000000011,12.652436564949857
-118.35,34.16,49,1305,228.0,584,255,5.636,267900,<1H OCEAN,5.117647058823529,2.2901960784313724,0.1555634918610396,5.432835355502692,12.734996693225733
-118.12,33.91,36,2053,386.0,1023,394,3.0,216600,<1H OCEAN,5.210659898477157,2.5964467005076144,0.1843908891458519,5.770935799330988,12.131607176101832
-118.44,34.0,44,1462,338.0,821,341,2.599,362200,<1H OCEAN,4.287390029325513,2.407624633431085,0.2061552812808851,5.474833330796474,12.691481619704543
-117.9,33.83,23,2459,689.0,2720,598,2.8072,164700,<1H OCEAN,4.1120401337792645,4.548494983277592,0.404969134626322,5.988630895288167,11.998285349527709
-117.09,32.75,20,1701,503.0,1482,465,1.6789,95500,NEAR OCEAN,3.658064516129032,3.1870967741935483,1.7356554957709704,7.314560820719174,11.52829085297781
-118.04,34.12,44,2007,288.0,921,307,6.5989,500001,INLAND,6.537459283387622,3.0,0.2118962010041603,5.693803649582584,13.013116296904741
-117.92,33.63,24,1562,441.0,696,347,3.5161,236400,<1H OCEAN,4.501440922190202,2.005763688760807,0.528015151297755,6.107348033312,12.494957609358492
-122.52,37.88,52,176,50.0,88,46,3.8068,275000,NEAR BAY,3.8260869565217392,1.9130434782608696,5.743457147050028,0.1555634918610396,12.64386205590909
-116.72,34.89,14,4527,875.0,1640,590,2.8594,81700,INLAND,7.672881355932203,2.7796610169491527,1.736663467687391,6.377342706801947,11.335138974815543
-117.17,32.71,7,2493,693.0,951,641,4.2375,205000,NEAR OCEAN,3.8892355694227767,1.4836193447737909,1.714788616710519,7.284311909851196,12.168770737497699
-117.27,34.17,16,30,3.0,49,8,4.625,250000,INLAND,3.75,6.125,0.9773944955850729,6.275316725074521,11.996326163618834
-117.21,33.95,5,8403,1240.0,3962,1150,5.2174,155500,INLAND,7.306956521739131,3.445217391304348,1.0348429832588135,6.452317413147003,12.04914600080604
-122.48,37.57,34,4648,806.0,2282,814,4.5556,249000,NEAR OCEAN,5.710073710073711,2.803439803439804,5.510716831774257,0.211896201004176,12.632178533733166
-121.03,40.35,52,5486,1044.0,1977,754,2.1833,49500,INLAND,7.275862068965517,2.622015915119364,6.890145136352361,2.9258844816567824,11.098448404171219
-118.27,33.83,34,1124,245.0,717,242,3.1667,186900,<1H OCEAN,4.644628099173554,2.962809917355372,0.2220360331117442,5.715172788289086,12.1319664925244
-118.11,33.82,37,1756,345.0,836,335,4.375,218200,<1H OCEAN,5.24179104477612,2.495522388059701,0.2641968962724532,5.838878316937253,12.31695040606708
-117.18,33.51,13,270,42.0,120,42,6.993,500001,<1H OCEAN,6.428571428571429,2.857142857142857,1.189621788637033,6.74540584398003,12.666948710243773
-118.44,34.31,22,3182,822.0,2661,746,2.7472,160100,<1H OCEAN,4.265415549597855,3.567024128686327,0.3280243893371403,5.2661655879776506,12.101915180645188
-119.14,34.49,17,321,44.0,92,39,7.75,375000,<1H OCEAN,8.23076923076923,2.358974358974359,1.0017983829094628,4.631554814530428,12.89369616560253
-117.21,32.89,14,3114,773.0,1592,776,3.3176,156100,NEAR OCEAN,4.012886597938144,2.051546391752577,1.5512897859523198,7.131227103381301,12.09094958124767
-118.36,34.14,30,1376,317.0,629,320,3.6823,295200,<1H OCEAN,4.3,1.965625,0.1500000000000056,5.43869469634029,12.743422976490704
-119.83,36.78,30,3162,640.0,1660,639,2.8359,80300,INLAND,4.948356807511737,2.5978090766823163,3.1592720680561897,2.7634217919094426,11.198983646635577
-118.3,33.98,48,1998,410.0,1176,382,3.0455,102400,<1H OCEAN,5.230366492146596,3.0785340314136125,0.0921954445729305,5.590724461105201,11.72493404829245
-117.91,33.85,35,932,258.0,1147,267,2.7014,156700,<1H OCEAN,3.4906367041198503,4.295880149812734,0.3858756276314911,5.967947720950646,11.95873066587787
-120.6,37.34,34,1830,431.0,1304,415,2.1182,68900,INLAND,4.409638554216867,3.142168674698796,4.048913434490794,1.8603763060198355,11.095912147766288
-122.6,38.11,23,8642,1294.0,3594,1253,5.3962,301500,<1H OCEAN,6.897047086991221,2.868316041500399,5.957616973253653,0.3894868418830046,12.513994619007898
-118.48,34.23,30,1762,263.0,761,292,6.5268,273100,<1H OCEAN,6.034246575342466,2.606164383561644,0.3000000000000071,5.289281614737486,12.705707660240144
-118.36,33.97,18,1284,283.0,990,289,4.0179,195800,<1H OCEAN,4.442906574394463,3.42560553633218,0.1442220510185624,5.553602434456396,12.058107773614458
-122.76,38.35,30,2260,374.0,958,359,5.0323,222400,<1H OCEAN,6.295264623955432,2.668523676880223,6.238621642638711,0.6774215821776008,12.567156125956059
-118.05,33.93,31,894,203.0,883,190,3.6771,141500,<1H OCEAN,4.705263157894737,4.647368421052631,0.224722050542439,5.809922546815924,11.939836235931871
-122.46,38.53,32,1735,331.0,785,309,3.6641,275800,INLAND,5.614886731391586,2.540453074433657,6.154575533698488,0.7616429609731824,12.18671879995257
-121.84,37.25,25,5939,989.0,3275,954,5.6488,234600,<1H OCEAN,6.2253668763102725,3.432914046121593,4.816637831516927,0.7715568676384104,12.425926793253558
-122.4,37.62,32,3586,921.0,2249,911,3.1058,253000,NEAR OCEAN,3.936333699231614,2.468715697036224,5.481833634834251,0.1503329637837341,12.400111921118931
-122.54,37.95,38,2310,400.0,971,386,5.697,435700,NEAR BAY,5.984455958549223,2.5155440414507773,5.805170109480009,0.2220360331117506,12.81574516815945
-121.64,36.68,16,6568,1603.0,6012,1565,2.3463,156100,<1H OCEAN,4.196805111821086,3.8415335463258784,4.2984764742871455,1.3345411196362595,11.832990866329636
-118.34,34.15,16,1586,377.0,625,344,4.0893,450000,<1H OCEAN,4.6104651162790695,1.816860465116279,0.1414213562373165,5.446953276832836,12.300003979253809
-118.0,33.97,30,6540,991.0,3124,953,6.0663,372600,<1H OCEAN,6.862539349422876,3.2780692549842603,0.2529822128134649,5.821348640993769,12.57527028777152
-122.13,37.46,37,1576,334.0,1385,323,2.5294,159400,NEAR BAY,4.879256965944273,4.287925696594427,5.173026193631734,0.4177319714841109,12.078763579471875
-118.08,33.95,37,1743,348.0,1328,354,3.0944,162800,<1H OCEAN,4.923728813559322,3.751412429378531,0.1886796226411261,5.774192584249333,11.9552549258675
-118.27,34.14,10,1060,332.0,1025,288,3.0074,175000,<1H OCEAN,3.6805555555555554,3.5590277777777777,0.0948683298050549,5.506042135690575,12.137028020536299
-117.89,34.07,32,2374,450.0,1580,427,3.8837,200300,<1H OCEAN,5.559718969555036,3.700234192037471,0.3505709628591565,5.841266985851613,12.087938131011242
-118.4,34.05,26,4473,923.0,1518,805,5.0762,500001,<1H OCEAN,5.556521739130435,1.8857142857142857,0.1600000000000108,5.469780617172866,13.181029209195605
-121.37,38.66,17,4866,1056.0,2371,1030,2.4574,103300,INLAND,4.724271844660194,2.3019417475728154,5.57216295526253,1.368831618571098,11.611926830338017
-122.02,38.26,20,3899,763.0,2198,779,3.2061,120400,INLAND,5.005134788189987,2.821566110397946,5.657958995963122,0.6262587324740434,11.645046262732743
-117.83,33.93,14,1956,282.0,671,269,6.5841,306400,<1H OCEAN,7.271375464684015,2.494423791821561,0.4272001872658725,5.9767884352719065,12.722355840669401
-118.33,34.02,45,1667,399.0,928,375,1.8783,118200,<1H OCEAN,4.445333333333333,2.474666666666667,0.0948683298050527,5.54156115187769,11.820999609007973
-121.96,37.24,26,3032,605.0,1208,562,5.4683,430900,<1H OCEAN,5.395017793594306,2.1494661921708187,4.900459162160217,0.6952697318307506,12.816123153758895
-117.95,33.92,11,3127,706.0,1594,694,4.3426,141300,<1H OCEAN,4.505763688760807,2.2968299711815563,0.317804971641405,5.891867276169751,12.054927991797
-117.14,32.73,26,450,132.0,317,109,4.0,137500,NEAR OCEAN,4.128440366972477,2.908256880733945,1.7182549286994606,7.292084749918916,11.887085340741145
-118.49,34.13,24,4394,,1443,528,11.2979,500001,<1H OCEAN,8.321969696969697,2.7329545454545454,0.2624880949681354,5.3493924888719855,13.136091003795991
-118.06,34.71,14,2606,514.0,1228,512,2.5764,150000,INLAND,5.08984375,2.3984375,0.6841052550594844,5.318467824477268,11.640850211317455
-115.54,32.79,23,1712,403.0,1370,377,1.275,60400,INLAND,4.541114058355437,3.6339522546419096,2.9795301643044216,8.485122273721217,11.022374488189836
-123.02,38.81,45,1717,389.0,916,367,3.2425,138800,<1H OCEAN,4.678474114441417,2.495912806539509,6.745813516544914,1.2056948204251343,11.755301440873051
-118.13,33.86,37,2259,425.0,1183,413,5.1805,201600,<1H OCEAN,5.469733656174334,2.864406779661017,0.2195449840009992,5.797111349629231,12.29118529522629
-117.8,33.75,29,3058,488.0,1197,474,5.3903,286600,<1H OCEAN,6.451476793248945,2.5253164556962027,0.5325410782277704,6.116575839470972,12.61334596038172
-117.99,33.8,18,383,94.0,487,98,3.975,162500,<1H OCEAN,3.9081632653061225,4.969387755102041,0.3535533905932738,5.941153086733253,12.043608142248505
-118.25,34.0,41,1768,475.0,1721,474,1.303,90400,<1H OCEAN,3.729957805907173,3.630801687763713,0.050990195135926,5.614133949239188,11.548944945874519
-122.06,37.35,31,1795,281.0,872,282,8.0599,381800,<1H OCEAN,6.365248226950355,3.092198581560284,5.048009508707376,0.5467174773134634,13.040787975077642
-117.89,34.08,35,1711,335.0,825,356,3.5,215600,<1H OCEAN,4.806179775280899,2.317415730337079,0.3512833614050003,5.834937874562161,12.287935213874404
-117.1,32.58,23,1662,377.0,1318,386,2.3,120800,NEAR OCEAN,4.305699481865285,3.414507772020725,1.860241919751299,7.425106059848577,11.660090078919454
-117.94,33.81,33,1891,334.0,932,343,4.2759,238000,<1H OCEAN,5.513119533527697,2.717201166180758,0.3841874542459655,5.971808771218314,12.286902244939276
-122.41,37.76,52,492,139.0,316,168,3.0865,225000,NEAR BAY,2.9285714285714284,1.880952380952381,5.58148725699522,0.0100000000000051,12.320964222583864
-122.84,38.39,16,1688,292.0,793,280,4.4357,216900,<1H OCEAN,6.0285714285714285,2.8321428571428573,6.324207460227733,0.754519714785507,12.412286473705139
-118.2,33.84,35,3405,779.0,1953,671,2.7813,159200,NEAR OCEAN,5.07451564828614,2.910581222056632,0.2137755832643118,5.759253423838887,12.198159070568515
-122.34,37.93,30,2515,481.0,1327,428,2.1287,95000,NEAR BAY,5.876168224299065,3.100467289719626,5.644856065481218,0.1746424919657239,11.65261688565974
-120.5,38.87,10,81,41.0,55,16,4.9583,87500,INLAND,5.0625,3.4375,5.323532661682468,2.2041097976280524,11.89114387826825
-118.21,33.94,40,2227,594.0,2244,580,2.4459,143800,<1H OCEAN,3.839655172413793,3.8689655172413793,0.1140175425099135,5.684091835992806,11.917171755528377
-118.15,34.1,36,3514,818.0,2277,828,3.1211,229300,<1H OCEAN,4.243961352657005,2.75,0.1029563014098626,5.622855146631463,12.277780860234886
-118.25,33.97,36,1026,294.0,1316,268,1.7708,102600,<1H OCEAN,3.828358208955224,4.91044776119403,0.0806225774829844,5.634323384400296,11.542989095373766
-118.14,34.17,52,2687,600.0,1716,544,2.7201,205700,<1H OCEAN,4.939338235294118,3.1544117647058822,0.1562049935181329,5.585060429395547,12.204869279555489
-118.16,34.7,33,2918,494.0,1365,478,4.8787,127700,INLAND,6.104602510460251,2.8556485355648538,0.654904573201323,5.242842740346119,11.84982610030433
-117.89,33.83,35,2984,446.0,1435,455,5.6276,200800,<1H OCEAN,6.558241758241758,3.1538461538461537,0.4134005321718823,5.996165441346661,12.42464218724898
-118.5,34.02,28,5109,1482.0,2313,1451,3.3266,483300,<1H OCEAN,3.5210199862164027,1.5940730530668503,0.2617250465660524,5.417619403391122,12.857704194722313
-118.13,33.84,48,1895,294.0,881,293,6.3364,307400,<1H OCEAN,6.467576791808874,3.006825938566553,0.2370653918225881,5.810619588305537,12.615050508923316
-122.02,37.36,25,2074,387.0,1273,383,4.7609,378000,<1H OCEAN,5.415143603133159,3.3237597911227152,5.024390510300729,0.5658621740318074,12.327340542951625
-119.02,34.26,40,1498,292.0,707,249,3.7974,228700,<1H OCEAN,6.016064257028113,2.8393574297188757,0.807774721070177,4.879774584957797,12.368465114919603
-118.14,33.88,41,1531,343.0,1119,341,4.3646,161400,<1H OCEAN,4.489736070381231,3.281524926686217,0.1972308292331526,5.776244454660828,11.989916735035953
-114.65,32.79,21,44,33.0,64,27,0.8571,25000,INLAND,1.6296296296296295,2.3703703703703702,3.804694468679439,9.220520592678046,10.96709120711221
-118.36,33.9,42,1935,388.0,1136,379,4.74,230000,<1H OCEAN,5.105540897097625,2.9973614775725594,0.1920937271229872,5.601731875054358,12.337214555040804
-118.16,33.88,18,2287,662.0,1804,537,1.9903,170300,<1H OCEAN,4.258845437616388,3.359404096834264,0.1878829422805537,5.76147550545865,11.87510509483067
-118.18,34.02,33,832,226.0,987,220,3.0972,125000,<1H OCEAN,3.7818181818181817,4.486363636363636,0.0670820393249803,5.652910754646664,11.88670525298335
-123.01,38.79,32,2697,529.0,1417,535,3.2546,134100,<1H OCEAN,5.041121495327102,2.6485981308411213,6.724618948312247,1.183384975398962,11.846796406459477
-118.22,34.09,36,1427,415.0,1835,410,2.48,138900,<1H OCEAN,3.4804878048780488,4.475609756097561,0.0447213595499996,5.576602908581529,11.908676296123506
-118.17,33.87,40,2462,587.0,1821,536,3.5646,162600,<1H OCEAN,4.593283582089552,3.3973880597014925,0.1931320791582769,5.76086799015565,12.01804025350822
-120.45,34.64,27,2696,622.0,1322,543,3.0352,135400,NEAR OCEAN,4.9650092081031305,2.434622467771639,2.287400271050093,3.693033983055124,12.0920751296285
-118.93,36.19,30,2685,546.0,951,523,2.6184,113900,INLAND,5.133843212237093,1.818355640535373,2.248488381112969,3.8218843519918217,11.427308225313885
-118.34,33.95,33,1923,459.0,1412,361,5.4359,194100,<1H OCEAN,5.326869806094183,3.9113573407202216,0.1414213562373115,5.581872445694182,12.154721097773939
-121.73,36.9,23,2392,721.0,3074,718,2.5195,136900,<1H OCEAN,3.331476323119777,4.281337047353761,4.505840654084437,1.1042191811411346,11.95895505109658
-121.83,38.0,15,6365,1646.0,3838,1458,2.5495,103600,INLAND,4.36556927297668,2.6323731138545954,5.337658662747183,0.6239390995922571,11.706826430594505
-118.29,34.09,28,1562,648.0,1974,597,1.9766,112500,<1H OCEAN,2.6164154103852595,3.306532663316583,0.0640312423743412,5.524201299735548,12.278942705765528
-118.0,33.81,17,1530,404.0,883,344,2.8835,196500,<1H OCEAN,4.447674418604652,2.566860465116279,0.3394112549695355,5.927031297369702,12.08611547754309
-121.87,37.41,24,3308,548.0,1891,544,5.6683,248700,<1H OCEAN,6.080882352941177,3.4761029411764706,4.946362299710775,0.6489992295835151,12.408371171332268
-120.08,37.06,18,402,76.0,213,71,1.9063,95800,INLAND,5.661971830985915,3.0,3.5278463685370487,2.435775030662724,11.487702341722477
-118.47,34.04,21,5041,1491.0,2719,1420,3.5335,268800,<1H OCEAN,3.55,1.9147887323943664,0.2302172886644306,5.425541447634513,12.77349019596088
-118.28,34.03,40,2118,796.0,2195,658,1.7976,164600,<1H OCEAN,3.2188449848024314,3.335866261398176,0.0447213595499996,5.571759147701916,11.918784179361499
-120.87,38.83,12,2180,423.0,1070,377,2.8562,128200,INLAND,5.7824933687002655,2.8381962864721486,5.455758425736981,1.8695453992882776,11.895051132980472
-122.23,37.45,34,4177,723.0,1586,660,5.0457,395100,NEAR OCEAN,6.328787878787879,2.403030303030303,5.242146506918718,0.367151195013713,12.893220034438592
-122.48,38.31,29,2375,560.0,1124,502,2.3276,166200,<1H OCEAN,4.731075697211155,2.239043824701195,6.0104242778692525,0.5445181356024793,12.176412188577537
-117.18,32.68,29,1539,344.0,556,289,3.25,500001,NEAR OCEAN,5.325259515570934,1.9238754325259515,1.7321951391226011,7.298013428324172,12.529675018011494
-121.24,37.98,33,450,123.0,236,103,1.1964,80400,INLAND,4.368932038834951,2.29126213592233,4.944178394839732,1.1886967653695375,11.265801440605696
-118.31,33.96,52,2523,460.0,1167,413,3.0625,127400,<1H OCEAN,6.108958837772397,2.8256658595641646,0.1140175425099154,5.596972395858315,11.939111049033729
-122.45,37.77,52,2339,548.0,1090,507,3.3679,350000,NEAR BAY,4.613412228796844,2.1499013806706118,5.618051263561068,0.0400000000000062,12.95685170681294
-122.97,38.5,44,3234,746.0,1112,470,1.9265,132700,<1H OCEAN,6.880851063829788,2.3659574468085105,6.494259003150403,0.9200543462209164,11.785978853635092
-122.12,37.42,36,2607,551.0,1165,523,5.1524,373100,NEAR BAY,4.984703632887189,2.2275334608030595,5.139192543581152,0.4545327270945365,12.854119067950753
-120.33,37.97,17,2530,526.0,1024,496,2.0057,118900,INLAND,5.100806451612903,2.064516129032258,4.442352980122136,2.089593261857434,11.65894118048151
-119.3,38.26,19,3325,660.0,750,286,2.9509,114800,INLAND,11.625874125874128,2.6223776223776225,4.341393785410396,3.148364654864489,11.71811790370384
-122.29,38.3,52,144,54.0,89,48,1.0096,162500,NEAR BAY,3.0,1.8541666666666667,5.870689908349792,0.5434151267677331,11.623766032913563
-120.97,37.69,14,5514,909.0,2819,970,3.8598,174400,INLAND,5.684536082474227,2.906185567010309,4.5500000000000025,1.4422205101855938,11.903570462671828
-118.32,33.82,22,2508,402.0,1254,395,7.0935,379500,<1H OCEAN,6.349367088607595,3.174683544303797,0.2435159132377148,5.686000351741112,12.867425858101477
-118.26,34.15,18,2481,756.0,1763,675,2.8088,247500,<1H OCEAN,3.675555555555556,2.611851851851852,0.1019803902718591,5.506986471746591,12.31221574749949
-121.32,36.79,30,516,90.0,288,95,3.6333,202500,INLAND,5.431578947368421,3.031578947368421,4.122377954530613,1.4657762448614098,12.101577817523358
-122.14,37.43,52,1327,190.0,467,189,12.5902,500001,NEAR BAY,7.021164021164021,2.4708994708994707,5.1608526427326,0.4341658669218484,13.135774867802413
-121.32,38.61,22,3902,845.0,1870,763,2.774,190200,INLAND,5.114023591087811,2.450851900393185,5.502726596879042,1.3761177275218863,11.762673488663589
-118.2,34.05,36,2672,675.0,2883,674,2.0885,142800,<1H OCEAN,3.964391691394659,4.277448071216617,0.039999999999992,5.618051263561058,11.869180602633772
-118.36,33.92,46,1231,231.0,793,256,4.1023,226800,<1H OCEAN,4.80859375,3.09765625,0.1769180601295411,5.587933428379403,12.222032825028665
-121.22,37.96,31,1484,314.0,1163,336,2.625,72100,INLAND,4.416666666666667,3.461309523809524,4.916146865178058,1.2050726119201256,11.231283974864445
-121.3,37.97,52,2259,417.0,766,385,2.2981,105400,INLAND,5.867532467532468,1.9896103896103896,4.972926703662545,1.1278741064498274,11.644767883923453
-118.27,33.98,39,2062,588.0,1933,570,1.3801,97000,<1H OCEAN,3.617543859649123,3.3912280701754387,0.0761577310586398,5.612815692680462,11.529843392594818
-117.42,34.08,21,4460,930.0,2657,839,2.7569,127500,INLAND,5.315852205005959,3.166865315852205,0.8205485969764307,6.206142118901241,11.595548059022223
-119.0,35.33,35,991,221.0,620,207,1.9417,53800,INLAND,4.78743961352657,2.995169082125604,1.4886235252742752,4.193053779764815,10.952805714420052
-121.44,38.52,38,2080,388.0,995,380,2.7697,76600,INLAND,5.473684210526316,2.6184210526315788,5.497353908927464,1.2261321299109642,11.40343621055428
-119.32,36.31,21,2309,424.0,1047,453,2.9886,87500,INLAND,5.097130242825607,2.3112582781456954,2.504795400826187,3.417557607414983,11.379521163914578
-119.85,36.82,15,1387,236.0,638,195,5.5842,88900,INLAND,7.112820512820512,3.271794871794872,3.203903868720161,2.7305860176892462,11.79343010064866
-118.36,33.84,35,1577,279.0,743,274,5.7654,343000,<1H OCEAN,5.755474452554744,2.7116788321167884,0.2418677324489533,5.643350068886386,12.790565924617724
-118.36,33.95,42,1116,303.0,1082,299,3.7237,170800,<1H OCEAN,3.7324414715719065,3.6187290969899664,0.1562049935181329,5.567306350471472,12.048132392648467
-121.77,37.68,44,495,112.0,277,109,2.6667,179200,INLAND,4.541284403669724,2.541284403669725,5.063378318869727,0.646297145282262,11.814480201340656
-122.65,38.25,23,4030,,1852,778,3.402,193300,<1H OCEAN,5.179948586118252,2.380462724935733,6.0900000000000105,0.5366563145999508,12.268946457692332
-121.99,38.35,45,1778,339.0,839,319,2.4659,102900,INLAND,5.5736677115987465,2.6300940438871474,5.705479822065804,0.7161005515987259,11.592249965711284
-117.66,34.0,5,1387,236.0,855,270,5.411,201100,INLAND,5.137037037037037,3.1666666666666665,0.5821511831131134,6.0642724213214585,11.981418085235997
-117.24,33.23,13,3756,648.0,1767,614,4.0776,196000,<1H OCEAN,6.1172638436482085,2.8778501628664497,1.293213052826177,6.88044329967191,12.222873435095941
-118.53,34.23,32,4039,984.0,2675,941,3.0321,240000,<1H OCEAN,4.292242295430393,2.842720510095643,0.3413209633175254,5.252237618387044,12.240906950780802
-120.63,35.13,16,2680,704.0,975,619,1.7878,55000,<1H OCEAN,4.329563812600969,1.5751211631663975,2.6226894593146204,3.184022612985028,12.126677831347095
-122.28,37.85,49,1130,244.0,607,239,2.4597,93800,NEAR BAY,4.728033472803348,2.5397489539748954,5.546314091358339,0.1526433752247327,11.813735526793737
-120.43,34.69,33,2054,373.0,1067,358,3.6023,128300,NEAR OCEAN,5.737430167597766,2.980446927374301,2.281600315568012,3.661529734960512,11.832673304920245
-121.44,38.63,38,1673,399.0,1116,382,1.3302,62200,INLAND,4.37958115183246,2.9214659685863875,5.587163860135128,1.2963410045200283,11.004730294057312
-117.62,34.02,16,2040,325.0,1207,324,5.0431,164100,INLAND,6.296296296296297,3.725308641975309,0.6207253821135299,6.083305022765168,12.04566729255468
-117.23,33.78,23,3465,703.0,2672,607,1.9767,81500,INLAND,5.7084019769357495,4.401976935749588,1.0454664030948004,6.538539592294287,11.257545247436406
-117.13,32.76,22,2623,732.0,1283,718,2.1563,127100,NEAR OCEAN,3.653203342618384,1.786908077994429,1.701822552441939,7.2786331134355216,11.790369104002947
-117.89,33.71,24,4365,804.0,2663,753,4.5814,233300,<1H OCEAN,5.796812749003984,3.536520584329349,0.4879549159502274,6.075689261310192,12.244016230428764
-120.43,34.97,28,1433,270.0,1001,278,4.0125,130100,<1H OCEAN,5.154676258992806,3.6007194244604315,2.375394704043952,3.429343960584879,11.85283276909743
-119.78,36.74,15,1461,415.0,924,356,2.5045,90300,INLAND,4.103932584269663,2.595505617977528,3.0996290100591146,2.8244999557443755,11.203042915230734
-122.18,37.75,45,990,261.0,901,260,2.1731,82000,NEAR BAY,3.807692307692308,3.4653846153846155,5.404960684408362,0.230867927612294,11.443380981564795
-122.02,37.89,29,6349,858.0,2450,778,7.5,356200,NEAR BAY,8.160668380462726,3.1491002570694087,5.388320703150476,0.4080441152620631,12.856230566988698
-123.34,39.1,24,5372,1051.0,3002,992,3.0652,131100,<1H OCEAN,5.415322580645161,3.026209677419355,7.177220910631087,1.6228986413205255,11.75883006432454
-117.62,34.05,33,883,211.0,1007,210,2.8281,103600,INLAND,4.204761904761905,4.795238095238095,0.6199999999999903,6.064857788934541,11.622307443235298
-118.46,34.07,49,2418,301.0,850,318,14.2867,500001,<1H OCEAN,7.60377358490566,2.672955974842768,0.2209072203437443,5.412254613375099,13.154683946847607
-118.22,34.13,47,1585,420.0,949,366,2.7098,173800,<1H OCEAN,4.330601092896175,2.592896174863388,0.0824621125123574,5.550288280801276,12.199139301500772
-118.26,33.85,24,9071,1335.0,4558,1327,5.542,197500,<1H OCEAN,6.8357196684250185,3.434815373021854,0.2009975124224145,5.708668846587612,12.38950348388172
-121.7,36.77,21,2294,478.0,1306,430,3.0347,227200,<1H OCEAN,5.334883720930232,3.0372093023255813,4.401136216933088,1.2264175471673548,12.127699351670106
-122.43,37.64,42,4091,757.0,1861,771,4.207,272700,NEAR OCEAN,5.30609597924773,2.413748378728924,5.517626301227741,0.1315294643796631,12.615391723101808
-121.71,39.42,21,1432,284.0,862,275,2.2813,57600,INLAND,5.207272727272727,3.1345454545454547,6.393574899850634,1.792344832893492,11.168636827946512
